train_loss,train_accuracy,epoch,step,test_loss,test_accuracy
4.290463447570801,0.0011160714784637094,0,0,,
3.499075174331665,0.5933539867401123,0,1,,
2.8661489486694336,0.6068368554115295,0,2,,
2.439769983291626,0.6044216156005859,0,3,,
2.0830864906311035,0.6258820295333862,1,4,,
1.949636697769165,0.6234518885612488,1,5,,
1.7224717140197754,0.6620823740959167,1,6,,
1.765233039855957,0.6492928862571716,1,7,,
1.6572569608688354,0.6675727367401123,2,8,,
1.6036009788513184,0.6748091578483582,2,9,,
1.6597689390182495,0.6596522331237793,2,10,,
1.696729302406311,0.6477038264274597,2,11,,
1.610687255859375,0.6609662771224976,3,12,,
1.5710023641586304,0.6653226017951965,3,13,,
1.4509831666946411,0.6882920265197754,3,14,,
1.5842609405517578,0.6520737409591675,3,15,,
1.438323974609375,0.6754212379455566,4,16,,
1.4710121154785156,0.6566100120544434,4,17,,
1.3960167169570923,0.6663666367530823,4,18,,
1.4064375162124634,0.6568608283996582,4,19,,
,,4,20,1.3546358346939087,0.6614655256271362
